(283, 2, 1, 10, [0.17, 0.05, 0.02, 5.32E-3, 3.01E-3, 8.87E-3, 1.34E-3, 3.66E-3, 5.85E-3, 0.01])
(293, 2, 1, 10, [7.26E-3, 0.06, 6.05E-3, 8.99E-3, 7.63E-3, 3.85E-3, 0.03, 0.00, 0.01, 2.31E-3])
(307, 2, 1, 10, [0.17, 0.05, 0.02, 6.13E-3, 2.08E-3, 7.76E-3, 0.01, 0.01, 1.16E-3, 3.80E-3])
(311, 2, 1, 10, [0.17, 0.05, 0.02, 6.25E-3, 1.94E-3, 7.59E-3, 0.01, 0.02, 1.47E-3, 0.02])
(313, 2, 1, 10, [0.33, 0.17, 0.10, 0.06, 0.03, 0.01, 6.92E-3, 0.01, 0.01, 0.01])
(317, 2, 1, 10, [6.71E-3, 0.06, 5.59E-3, 0.01, 7.05E-3, 3.16E-3, 8.75E-3, 0.01, 8.53E-3, 7.12E-4])
(331, 2, 1, 10, [0.17, 0.06, 0.02, 6.82E-3, 1.29E-3, 6.82E-3, 1.15E-3, 5.68E-4, 1.96E-3, 1.70E-4])
(337, 2, 1, 10, [0.02, 0.05, 0.02, 1.67E-3, 0.02, 8.00E-3, 3.49E-3, 0.01, 9.16E-3, 1.65E-3])
(347, 2, 1, 10, [0.17, 0.06, 0.02, 7.23E-3, 8.17E-4, 6.26E-3, 0.01, 7.54E-3, 9.08E-4, 8.20E-3])
(349, 2, 1, 10, [0.34, 0.17, 0.10, 0.06, 0.03, 0.02, 0.03, 0.03, 0.04, 0.04])
(353, 2, 1, 10, [6.03E-3, 0.06, 5.02E-3, 0.01, 6.33E-3, 2.31E-3, 0.01, 9.39E-3, 0.02, 3.33E-3])
(359, 2, 1, 10, [0.17, 0.06, 0.02, 7.51E-3, 4.94E-4, 5.88E-3, 2.29E-3, 8.51E-4, 0.01, 7.27E-3])
(367, 2, 1, 10, [0.17, 0.06, 0.02, 7.68E-3, 2.90E-4, 5.64E-3, 0.02, 0.03, 0.02, 8.94E-3])
(373, 2, 1, 10, [0.02, 0.05, 0.01, 0.00, 0.02, 5.71E-3, 0.02, 2.90E-3, 1.23E-3, 2.37E-3])
(379, 2, 1, 10, [0.17, 0.06, 0.02, 7.94E-3, 0.00, 5.29E-3, 0.01, 0.01, 3.98E-3, 3.97E-4])
(383, 2, 1, 10, [0.17, 0.06, 0.02, 8.02E-3, 9.26E-5, 5.18E-3, 0.01, 5.91E-3, 1.14E-3, 5.59E-3])
(389, 2, 1, 10, [5.47E-3, 0.06, 4.56E-3, 0.01, 5.74E-3, 1.61E-3, 8.30E-3, 3.38E-3, 1.78E-3, 3.04E-3])
(397, 2, 1, 10, [0.34, 0.17, 0.10, 0.06, 0.04, 0.02, 7.17E-3, 2.96E-3, 1.23E-3, 7.58E-4])
(401, 2, 1, 10, [5.30E-3, 0.06, 4.42E-3, 0.01, 5.57E-3, 1.41E-3, 8.05E-3, 3.69E-3, 2.17E-3, 5.84E-3])
(409, 2, 1, 10, [0.34, 0.17, 0.10, 0.06, 0.04, 0.02, 7.89E-3, 3.85E-3, 1.08E-4, 2.50E-3])
(419, 2, 1, 10, [0.17, 0.06, 0.02, 8.67E-3, 8.46E-4, 4.29E-3, 8.40E-3, 4.56E-3, 2.07E-3, 2.83E-3])
(421, 2, 1, 10, [0.02, 0.05, 0.01, 1.79E-3, 0.02, 0.01, 4.06E-3, 7.03E-3, 1.51E-3, 1.96E-3])
(431, 2, 1, 10, [0.17, 0.06, 0.02, 8.87E-3, 1.07E-3, 4.02E-3, 1.76E-3, 3.65E-3, 1.56E-3, 5.91E-3])
(433, 2, 1, 10, [0.34, 0.18, 0.11, 0.07, 0.04, 0.02, 9.21E-3, 9.39E-3, 0.02, 0.03])
(439, 2, 1, 10, [0.17, 0.06, 0.02, 8.99E-3, 1.21E-3, 3.85E-3, 4.76E-3, 0.02, 0.02, 0.02])
(443, 2, 1, 10, [0.17, 0.06, 0.02, 9.05E-3, 1.28E-3, 3.77E-3, 7.77E-3, 0.01, 0.02, 0.01])
(449, 2, 1, 10, [4.74E-3, 0.06, 3.95E-3, 0.01, 4.97E-3, 6.98E-4, 7.19E-3, 6.96E-3, 0.01, 4.12E-3])
(457, 2, 1, 10, [0.01, 0.05, 0.01, 2.88E-3, 0.02, 0.01, 4.07E-3, 6.94E-3, 0.02, 0.01])
(461, 2, 1, 10, [4.61E-3, 0.06, 3.84E-3, 0.01, 4.84E-3, 5.43E-4, 7.00E-3, 4.99E-3, 3.55E-3, 9.38E-4])
