(43, 2, 1, 15, [0.00, 0.06, 0.00, 9.33E-3, 0.00, 3.38E-3, 0.00, 0.01, 0.00, 7.49E-3, 0.00, 4.76E-3, 0.00, 4.39E-3, 0.00])
(47, 2, 1, 15, [5.76E-3, 0.06, 4.80E-3, 0.01, 0.01, 1.98E-3, 3.88E-3, 1.08E-3, 3.83E-3, 3.71E-3, 1.75E-3, 2.59E-3, 0.01, 1.79E-3, 6.05E-3])
(53, 2, 1, 15, [0.00, 0.06, 0.00, 0.01, 0.00, 4.45E-4, 0.00, 6.58E-3, 0.00, 3.51E-3, 0.00, 4.89E-3, 0.00, 4.27E-4, 0.00])
(59, 2, 1, 15, [0.00, 0.06, 0.00, 0.01, 0.00, 6.47E-4, 0.00, 2.88E-3, 0.00, 8.50E-3, 0.00, 2.44E-3, 0.00, 0.01, 0.00])
(61, 2, 1, 15, [0.00, 0.06, 0.00, 0.01, 0.00, 9.41E-4, 0.00, 4.49E-3, 0.00, 0.01, 0.00, 3.20E-3, 0.00, 2.57E-3, 0.00])
(67, 2, 1, 15, [0.00, 0.06, 0.00, 0.01, 0.00, 1.67E-3, 0.00, 3.38E-3, 0.00, 4.65E-3, 0.00, 3.52E-3, 0.00, 4.22E-3, 0.00])
(71, 2, 1, 15, [2.53E-3, 0.06, 2.10E-3, 0.01, 2.65E-3, 2.06E-3, 2.48E-3, 2.80E-3, 3.84E-3, 6.83E-3, 1.76E-3, 1.95E-3, 4.68E-3, 2.65E-3, 8.48E-3])
(73, 2, 1, 15, [2.39E-3, 0.06, 1.99E-3, 0.01, 2.51E-3, 2.23E-3, 3.63E-3, 2.54E-3, 3.20E-3, 6.42E-3, 3.79E-3, 2.57E-3, 3.44E-3, 1.48E-3, 7.34E-5])
(79, 2, 1, 15, [2.04E-3, 0.06, 1.70E-3, 0.01, 0.02, 2.66E-3, 0.01, 1.89E-3, 8.03E-5, 3.81E-3, 1.26E-4, 3.42E-3, 4.89E-3, 1.82E-3, 3.87E-3])
(83, 2, 1, 15, [0.00, 0.06, 0.00, 0.01, 0.00, 2.90E-3, 0.00, 1.52E-3, 0.00, 1.67E-3, 0.00, 2.75E-3, 0.00, 1.51E-3, 0.00])
(89, 2, 1, 15, [1.61E-3, 0.06, 1.34E-3, 0.01, 1.69E-3, 3.20E-3, 2.44E-3, 1.07E-3, 3.81E-3, 5.31E-3, 6.23E-3, 3.96E-3, 3.50E-4, 2.19E-3, 5.03E-3])
(97, 2, 1, 15, [1.35E-3, 0.06, 1.13E-3, 0.01, 1.42E-3, 3.52E-3, 2.05E-3, 5.93E-4, 3.20E-3, 3.30E-3, 4.24E-3, 3.87E-3, 1.23E-3, 9.19E-4, 1.18E-3])
(101, 2, 1, 15, [0.00, 0.06, 0.00, 0.01, 0.00, 3.65E-3, 0.00, 3.95E-4, 0.00, 2.98E-3, 0.00, 3.82E-3, 0.00, 2.78E-3, 0.00])
(103, 2, 1, 15, [1.20E-3, 0.06, 1.00E-3, 0.02, 0.02, 3.71E-3, 0.01, 3.05E-4, 2.07E-3, 1.85E-3, 6.35E-4, 7.31E-3, 1.08E-3, 9.58E-4, 3.47E-3])
(107, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 3.82E-3, 0.00, 1.39E-4, 0.00, 2.57E-3, 0.00, 3.96E-3, 0.00, 4.27E-5, 0.00])
(109, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 3.87E-3, 0.00, 6.31E-5, 0.00, 6.76E-4, 0.00, 7.98E-4, 0.00, 4.46E-4, 0.00])
(113, 2, 1, 15, [9.97E-4, 0.06, 8.31E-4, 0.02, 1.05E-3, 3.96E-3, 1.51E-3, 7.71E-5, 2.36E-3, 2.22E-3, 8.52E-4, 7.80E-4, 1.69E-4, 9.20E-4, 2.59E-4])
(127, 2, 1, 15, [7.89E-4, 0.06, 6.58E-4, 0.02, 0.02, 4.22E-3, 0.01, 4.68E-4, 3.04E-3, 3.60E-5, 1.05E-3, 2.64E-4, 8.06E-5, 3.87E-3, 1.06E-3])
(131, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 4.28E-3, 0.00, 5.57E-4, 0.00, 1.46E-3, 0.00, 7.99E-4, 0.00, 3.79E-3, 0.00])
(137, 2, 1, 15, [6.78E-4, 0.06, 5.65E-4, 0.02, 7.12E-4, 4.36E-3, 1.03E-3, 6.77E-4, 1.61E-3, 1.26E-3, 3.40E-3, 3.08E-3, 1.90E-3, 6.84E-4, 5.34E-4])
(139, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 4.39E-3, 0.00, 7.13E-4, 0.00, 1.21E-3, 0.00, 1.68E-3, 0.00, 5.99E-4, 0.00])
(149, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 4.49E-3, 0.00, 8.74E-4, 0.00, 9.48E-4, 0.00, 1.35E-3, 0.00, 1.45E-3, 0.00])
(151, 2, 1, 15, [5.58E-4, 0.06, 4.65E-4, 0.02, 5.86E-4, 4.51E-3, 5.47E-3, 9.03E-4, 3.59E-3, 9.02E-4, 1.85E-3, 2.48E-3, 1.11E-3, 1.05E-3, 1.93E-3])
(157, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 4.56E-3, 0.00, 9.81E-4, 0.00, 7.76E-4, 0.00, 3.33E-4, 0.00, 2.94E-3, 0.00])
(163, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 4.61E-3, 0.00, 1.05E-3, 0.00, 6.63E-4, 0.00, 2.08E-3, 0.00, 3.43E-3, 0.00])
